,Identified_Name,Identified_dist
0,Desconocido,1.1300657987594604
1,Desconocido,1.0799685716629028
2,Desconocido,1.150087833404541
3,Desconocido,1.0634641647338867
4,Desconocido,1.1201499700546265
5,Desconocido,1.1490460634231567
6,Desconocido,1.0913045406341553
7,Desconocido,1.0920722484588623
8,Desconocido,1.1016383171081543
9,Desconocido,1.1193345785140991
10,Desconocido,1.1733506917953491
11,Desconocido,1.0959773063659668
12,Desconocido,1.1203296184539795
13,Desconocido,1.1130727529525757
14,Desconocido,1.1488317251205444
15,Desconocido,1.102036952972412
16,Desconocido,1.0803143978118896
17,Desconocido,1.1195087432861328
18,Desconocido,1.1312023401260376
19,Desconocido,1.1519695520401
20,Desconocido,1.0979387760162354
21,Desconocido,1.1467608213424683
22,Desconocido,1.0916553735733032
23,Desconocido,1.110451102256775
24,Desconocido,1.0665792226791382
25,Desconocido,1.137623906135559
26,Desconocido,1.1241278648376465
27,Desconocido,1.1202563047409058
28,Desconocido,1.084298849105835
29,Desconocido,1.0857232809066772
30,Desconocido,1.1095411777496338
31,Desconocido,1.1235346794128418
32,Desconocido,1.0972256660461426
33,Desconocido,1.0886603593826294
34,Desconocido,1.0663089752197266
35,Desconocido,1.0566380023956299
36,Desconocido,1.1166064739227295
37,Desconocido,1.1423466205596924
38,Desconocido,1.1028465032577515
39,Desconocido,1.1481472253799438
40,Desconocido,1.1239385604858398
41,Desconocido,1.1264348030090332
42,Desconocido,1.1450951099395752
43,Desconocido,1.1057283878326416
44,Desconocido,1.1496806144714355
45,Desconocido,1.1286230087280273
46,Desconocido,1.104697823524475
47,Desconocido,1.132116675376892
48,Desconocido,1.1291053295135498
49,Desconocido,1.1119184494018555
50,Desconocido,1.1349421739578247
51,Desconocido,1.15440833568573
52,Desconocido,1.082622766494751
53,Desconocido,1.1353306770324707
54,Desconocido,1.1296716928482056
55,Desconocido,1.2221195697784424
56,Desconocido,1.1597157716751099
57,Desconocido,1.1917099952697754
58,Desconocido,1.1348459720611572
59,Desconocido,1.1554498672485352
60,Desconocido,1.2065025568008423
61,Desconocido,1.1017056703567505
62,Desconocido,1.1010713577270508
63,Desconocido,1.0773769617080688
64,Desconocido,1.0357725620269775
65,Desconocido,1.104417324066162
66,Desconocido,1.115018606185913
67,Desconocido,1.077162742614746
68,Desconocido,1.0739582777023315
69,Desconocido,1.0741251707077026
70,Desconocido,1.1496350765228271
71,Desconocido,1.0836663246154785
72,Desconocido,1.11586332321167
73,Desconocido,1.1513299942016602
74,Desconocido,1.1702301502227783
75,Desconocido,1.1246689558029175
76,Desconocido,1.1384718418121338
77,Desconocido,1.0644632577896118
78,Desconocido,1.1091302633285522
79,Desconocido,1.139089584350586
80,Desconocido,1.1546533107757568
81,Desconocido,1.1016466617584229
82,Desconocido,1.1197856664657593
83,Desconocido,1.114618182182312
84,Desconocido,1.0487784147262573
85,Desconocido,1.128489375114441
86,Desconocido,1.0691102743148804
87,Desconocido,1.0479990243911743
88,Desconocido,1.0529186725616455
89,Desconocido,1.0569931268692017
90,Desconocido,1.1013166904449463
91,Desconocido,1.0423225164413452
92,Desconocido,1.0639631748199463
93,Desconocido,1.042332649230957
94,Desconocido,0.9930762052536011
95,Desconocido,1.1115598678588867
96,Desconocido,1.1886056661605835
97,Desconocido,1.0373408794403076
98,Desconocido,1.109468698501587
99,Desconocido,1.1352299451828003
100,Desconocido,0.9466961622238159
101,Desconocido,1.073764443397522
102,Desconocido,1.075148582458496
103,Desconocido,1.13010573387146
104,Desconocido,1.1603856086730957
105,Desconocido,1.089842677116394
106,Desconocido,1.1070477962493896
107,Desconocido,1.1152147054672241
108,Desconocido,1.0316013097763062
109,Desconocido,1.038600206375122
110,Desconocido,1.1010710000991821
111,Desconocido,1.0437898635864258
112,Desconocido,1.116457223892212
113,Desconocido,1.120322346687317
114,Desconocido,1.1384707689285278
115,Desconocido,1.128023386001587
116,Desconocido,1.1779786348342896
117,Desconocido,1.0731279850006104
118,Desconocido,1.075758934020996
119,Desconocido,1.0128639936447144
120,Desconocido,1.0740047693252563
121,Desconocido,1.0315872430801392
122,Desconocido,1.1388514041900635
123,Desconocido,1.1185858249664307
124,Desconocido,1.010724425315857
125,Desconocido,1.106981873512268
126,Desconocido,1.1071264743804932
127,Desconocido,1.1268291473388672
