,Identified_Name,Identified_dist
0,Desconocido,1.2053310871124268
1,Desconocido,1.1560808420181274
2,Desconocido,1.2091727256774902
3,Desconocido,1.2350300550460815
4,Desconocido,1.211482048034668
5,Desconocido,1.177048921585083
6,Desconocido,1.154960036277771
7,Desconocido,1.148437261581421
8,Desconocido,1.1930583715438843
9,Desconocido,1.1207698583602905
10,Desconocido,1.157726526260376
11,Desconocido,1.1533358097076416
12,Desconocido,1.1420397758483887
13,Desconocido,1.254490852355957
14,Desconocido,1.161263108253479
15,Desconocido,1.1580854654312134
16,Desconocido,1.1233845949172974
17,Desconocido,1.1836152076721191
18,Desconocido,1.2004419565200806
19,Desconocido,1.191859245300293
20,Desconocido,1.2138359546661377
21,Desconocido,1.2246099710464478
22,Desconocido,1.1885508298873901
23,Desconocido,1.1939669847488403
24,Desconocido,1.196210265159607
25,Desconocido,1.2040326595306396
26,Desconocido,1.240054965019226
27,Desconocido,1.1991608142852783
28,Desconocido,1.1793782711029053
29,Desconocido,1.1819357872009277
30,Desconocido,1.236897587776184
31,Desconocido,1.1848697662353516
32,Desconocido,1.2152146100997925
33,Desconocido,1.1736887693405151
34,Desconocido,1.2168164253234863
35,Desconocido,1.1935595273971558
36,Desconocido,1.2101988792419434
37,Desconocido,1.20524001121521
38,Desconocido,1.2050496339797974
39,Desconocido,1.2054283618927002
40,Desconocido,1.2021615505218506
41,Desconocido,1.1994580030441284
42,Desconocido,1.1383470296859741
43,Desconocido,1.1512001752853394
44,Desconocido,1.199981689453125
45,Desconocido,1.1884031295776367
46,Desconocido,1.1982342004776
47,Desconocido,1.1609785556793213
48,Desconocido,1.17866051197052
49,Desconocido,1.186966061592102
50,Desconocido,1.1397751569747925
51,Desconocido,1.1707934141159058
52,Desconocido,1.1419086456298828
53,Desconocido,1.1577963829040527
54,Desconocido,1.15249764919281
55,Desconocido,1.0807409286499023
56,Desconocido,1.218483328819275
57,Desconocido,1.1937731504440308
58,Desconocido,1.2080986499786377
59,Desconocido,1.1384869813919067
60,Desconocido,1.1962363719940186
61,Desconocido,1.1562711000442505
62,Desconocido,1.175168514251709
63,Desconocido,1.1981414556503296
64,Desconocido,1.1781318187713623
65,Desconocido,1.1384618282318115
66,Desconocido,1.1619541645050049
67,Desconocido,1.1627163887023926
68,Desconocido,1.1332244873046875
69,Desconocido,1.1635266542434692
70,Desconocido,1.135178565979004
71,Desconocido,1.1754242181777954
72,Desconocido,1.1074000597000122
73,Desconocido,1.1811127662658691
74,Desconocido,1.1914485692977905
75,Desconocido,1.1722197532653809
76,Desconocido,1.1599067449569702
77,Desconocido,1.1951078176498413
78,Desconocido,1.1828978061676025
79,Desconocido,1.1878430843353271
80,Desconocido,1.1618410348892212
81,Desconocido,1.1406282186508179
82,Desconocido,1.093164324760437
83,Desconocido,1.0578007698059082
84,Desconocido,1.15070378780365
85,Desconocido,1.142037034034729
86,Desconocido,1.1322208642959595
87,Desconocido,1.11821448802948
88,Desconocido,1.1381077766418457
89,Desconocido,1.1227185726165771
90,Desconocido,1.1481906175613403
91,Desconocido,1.1801717281341553
92,Desconocido,1.1142325401306152
93,Desconocido,1.1158668994903564
94,Desconocido,1.1652418375015259
95,Desconocido,1.1973910331726074
96,Desconocido,1.1738076210021973
97,Desconocido,1.1744884252548218
98,Desconocido,1.1839888095855713
99,Desconocido,1.1596765518188477
100,Desconocido,1.12336003780365
101,Desconocido,1.1209211349487305
102,Desconocido,1.1614265441894531
103,Desconocido,1.1460833549499512
104,Desconocido,1.171548843383789
105,Desconocido,1.1583302021026611
106,Desconocido,1.175394892692566
107,Desconocido,1.1565148830413818
108,Desconocido,1.1523652076721191
109,Desconocido,1.161360740661621
110,Desconocido,1.1736246347427368
111,Desconocido,1.151696801185608
112,Desconocido,1.1535173654556274
113,Desconocido,1.1977813243865967
114,Desconocido,1.1963427066802979
115,Desconocido,1.1969834566116333
116,Desconocido,1.2009330987930298
117,Desconocido,1.2106807231903076
118,Desconocido,1.2033191919326782
119,Desconocido,1.1787641048431396
120,Desconocido,1.1938692331314087
121,Desconocido,1.1753113269805908
122,Desconocido,1.154070258140564
123,Desconocido,1.1856887340545654
124,Desconocido,1.1868479251861572
125,Desconocido,1.1624689102172852
126,Desconocido,1.1772165298461914
127,Desconocido,1.0791665315628052
128,Desconocido,1.1622000932693481
129,Desconocido,1.1616032123565674
130,Desconocido,1.1659419536590576
131,Desconocido,1.169633388519287
132,Desconocido,1.1603786945343018
133,Desconocido,1.1787666082382202
134,Desconocido,1.1637459993362427
135,Desconocido,1.176534652709961
136,Desconocido,1.1875941753387451
137,Desconocido,1.176576018333435
138,Desconocido,1.2793493270874023
139,Desconocido,1.1511719226837158
140,Desconocido,1.1844210624694824
141,Desconocido,1.1876572370529175
142,Desconocido,1.1780544519424438
143,Desconocido,1.2732526063919067
144,Desconocido,1.1666758060455322
145,Desconocido,1.1860065460205078
146,Desconocido,1.1711901426315308
147,Desconocido,1.1584635972976685
148,Desconocido,1.1569395065307617
149,Desconocido,1.2050583362579346
150,Desconocido,1.175374984741211
151,Desconocido,1.1830729246139526
152,Desconocido,1.1789785623550415
153,Desconocido,1.1820647716522217
154,Desconocido,1.1838489770889282
155,Desconocido,1.1427782773971558
156,Desconocido,1.1708077192306519
157,Desconocido,1.159602165222168
158,Desconocido,1.195107340812683
159,Desconocido,1.1761335134506226
160,Desconocido,1.2006438970565796
161,Desconocido,1.1856557130813599
162,Desconocido,1.147445559501648
